19,0.0004234,0.0004234
20,0.0010632,0.0014866
21,0.0041884,0.0056749
22,0.0069085,0.0125834
23,0.0162200,0.0288034
24,0.0218444,0.0506478
25,0.0357534,0.0864012
26,0.0384310,0.1248321
27,0.0448480,0.1696801
28,0.0616783,0.2313584
29,0.0456476,0.2770059
30,0.0889957,0.3660017
31,0.0407294,0.4067310
32,0.0509964,0.4577275
33,0.0403352,0.4980627
34,0.0344259,0.5324886
35,0.0549677,0.5874562
36,0.0438947,0.6313509
37,0.0333633,0.6647143
38,0.0395479,0.7042622
39,0.0302441,0.7345063
40,0.0587520,0.7932583
41,0.0181099,0.8113682
42,0.0309646,0.8423329
43,0.0230743,0.8654072
44,0.0126126,0.8780198
45,0.0221393,0.9001591
46,0.0139142,0.9140733
47,0.0098524,0.9239257
48,0.0154563,0.9393820
49,0.0092105,0.9485925
50,0.0162678,0.9648603
51,0.0037318,0.9685921
52,0.0035578,0.9721499
53,0.0046280,0.9767779
54,0.0030661,0.9798440
55,0.0051038,0.9849478
56,0.0041313,0.9890791
57,0.0014617,0.9905408
58,0.0031760,0.9937168
59,0.0021178,0.9958345
60,0.0013959,0.9972304
61,0.0006163,0.9978467
62,0.0008570,0.9987037
63,0.0002533,0.9989571
64,0.0002148,0.9991719
65,0.0001561,0.9993279
66,0.0002006,0.9995285
67,0.0001156,0.9996441
68,0.0002265,0.9998705
69,0.0000000,0.9998705
70,0.0000608,0.9999313
