3.14,0.002,0.002
3.92,0.003,0.005
5.49,0.015,0.02
7.06,0.026,0.046
9.42,0.071,0.117
12.56,0.11,0.227
15.7,0.179,0.406
18.84,0.088,0.494
21.98,0.101,0.595
25.12,0.063,0.658
28.26,0.045,0.703
31.4,0.06,0.763
34.54,0.044,0.807
37.68,0.041,0.848
43.17,0.052,0.9
54.95,0.031,0.931
70.64,0.021,0.952
78.49,0.049,1.001
