18,0.00001,0.00001
19,0.00122,0.00123
20,0.00194,0.00317
21,0.0042,0.00737
22,0.00739,0.01476
23,0.01387,0.02863
24,0.02079,0.04942
25,0.03146,0.08088
26,0.03691,0.11779
27,0.04266,0.16045
28,0.05615,0.2166
29,0.04376,0.26036
30,0.08931,0.34967
31,0.03822,0.38789
32,0.05299,0.44088
33,0.04016,0.48104
34,0.03591,0.51695
35,0.05636,0.57331
36,0.04404,0.61735
37,0.03561,0.65296
38,0.04136,0.69432
39,0.03128,0.7256
40,0.06022,0.78582
41,0.0205,0.80632
42,0.03216,0.83848
43,0.02203,0.86051
44,0.01256,0.87307
45,0.02274,0.89581
46,0.01325,0.90906
47,0.00982,0.91888
48,0.01566,0.93454
49,0.0099,0.94444
50,0.01918,0.96362
51,0.00354,0.96716
52,0.00411,0.97127
53,0.00424,0.97551
54,0.0028,0.97831
55,0.00545,0.98376
56,0.00468,0.98844
57,0.00208,0.99052
58,0.00371,0.99423
59,0.00179,0.99602
60,0.00151,0.99753
61,0.0005,0.99803
62,0.00073,0.99876
63,0.00021,0.99897
64,0.00018,0.99915
65,0.00024,0.99939
66,0.00018,0.99957
67,0.00008,0.99965
68,0.00017,0.99982
69,0.00007,0.99989
70,0.00007,0.99996
