median,mean,sd,NA's
22.22222222222222,24.06987486352566,15.676402342760415,70
30,33.29930394431555,10.583267815467709,17
1,0.556872037914692,0.5891639696313341,26
0,0.4044943820224719,0.6209390796378663,3
22.5,20.563063063063062,10.043568072316711,337
12000,16417.47572815534,12973.265702102392,345
3,3.2523364485981308,1.0522059614763075,20
6,5.869565217391305,1.90129083317049,34
