median,mean,sd,NA's
56.25,58.404411764705884,29.5715644259924,34
31,34.92716535433071,12.450002979817157,2
0,0.7525354969574036,1.1492391709343024,17
2,1.8405511811023623,0.8309646561092381,2
22.5,22.946611909650922,10.74121441257435,23
10000,11594.882729211087,4870.333119793413,41
3,2.7773359840954273,1.332299954126814,7
8,7.2625250501002006,1.8802552689407002,11
