"zipcode","state","population","popdens","lat","long","urban","suburban","rural","mturk","suv","region"
281,NA,NA,NA,NA,NA,0,0,0,0,0,5
37086,"TN",8725,1207.394636,36.022,-86.558,0,1,0,0,0,4
15217,"PA",6965,7144.356955,40.43,-79.92,1,0,0,0,0,5
15068,"PA",9872,859.9778271,40.57,-79.728,0,0,1,0,0,5
15235,"PA",9243,2358.799454,40.46,-79.836,0,1,0,0,0,5
15009,"PA",2802,614.5884271,40.7,-80.36,0,0,1,0,0,5
15666,"PA",3233,299.2909091,40.158,-79.487,0,0,1,0,0,5
15317,"PA",9552,799.1032371,40.271,-80.171,0,0,1,0,0,5
15461,"PA",10289,410.3219697,39.841,-79.884,0,0,1,0,0,5
15317,"PA",9552,799.1032371,40.271,-80.171,0,0,1,0,0,5
15237,"PA",10973,1730.483271,40.546,-80.049,0,1,0,0,0,5
15143,"PA",4134,533.8039642,40.577,-80.148,0,0,1,0,0,5
15601,"PA",12773,690.0580046,40.332,-79.534,0,0,1,0,0,5
15642,"PA",11311,1024.570136,40.317,-79.724,0,1,0,0,0,5
15613,"PA",2403,233.2273184,40.548,-79.556,0,0,1,0,0,5
48439,"MI",11605,930.0510301,42.921,-83.647,0,0,1,0,0,3
15215,"PA",1967,2051.219512,40.505,-79.913,0,1,0,0,0,5
16066,"PA",7160,1255.480984,40.709,-80.101,0,1,0,0,0,5
15666,"PA",3233,299.2909091,40.158,-79.487,0,0,1,0,0,5
15136,"PA",5646,1963.072776,40.472,-80.109,0,1,0,0,0,5
15474,"PA",4283,291.8803419,39.754,-79.896,0,0,1,0,0,5
15017,"PA",3160,1244.282425,40.343,-80.128,0,1,0,0,0,5
15227,"PA",7181,4555.987055,40.378,-79.973,1,0,0,0,0,5
15090,"PA",5492,1003.882576,40.627,-80.079,0,1,0,0,0,5
16201,"PA",3753,158.8661143,40.817,-79.499,0,0,1,0,0,5
15108,"PA",10771,1017.304282,40.509,-80.195,0,1,0,0,0,5
15239,"PA",5453,1315.644556,40.481,-79.744,0,1,0,0,0,5
26508,"WV",7411,239.7271532,39.587,-79.901,0,0,1,0,0,4
16034,"PA",4287,103.4760705,40.864,-79.737,0,0,1,0,0,5
15146,"PA",7215,1437.715736,40.424,-79.761,0,1,0,0,0,5
15227,"PA",7181,4555.987055,40.378,-79.973,1,0,0,0,0,5
48038,"MI",10896,3746.076642,42.599,-82.931,1,0,0,0,0,3
15222,"PA",7849,4066.666667,40.448,-79.994,1,0,0,0,0,5
15218,"PA",2377,5844.303797,40.425,-79.892,1,0,0,0,0,5
15227,"PA",7181,4555.987055,40.378,-79.973,1,0,0,0,0,5
16023,"PA",10180,158.5171103,40.793,-79.758,0,0,1,0,0,5
15108,"PA",10771,1017.304282,40.509,-80.195,0,1,0,0,0,5
15212,"PA",7109,4484.726688,40.468,-80.012,1,0,0,0,0,5
15090,"PA",5492,1003.882576,40.627,-80.079,0,1,0,0,0,5
15146,"PA",7215,1437.715736,40.424,-79.761,0,1,0,0,0,5
16066,"PA",7160,1255.480984,40.709,-80.101,0,1,0,0,0,5
15601,"PA",12773,690.0580046,40.332,-79.534,0,0,1,0,0,5
15101,"PA",6250,1201.979218,40.576,-79.951,0,1,0,0,0,5
15227,"PA",7181,4555.987055,40.378,-79.973,1,0,0,0,0,5
15143,"PA",4134,533.8039642,40.577,-80.148,0,0,1,0,0,5
15068,"PA",9872,859.9778271,40.57,-79.728,0,0,1,0,0,5
15650,"PA",7239,380.8707301,40.295,-79.381,0,0,1,0,0,5
16033,"PA",12900,199.5145631,40.793,-80.046,0,0,1,0,0,5
15223,"PA",13745,3768.75,40.507,-79.954,1,0,0,0,0,5
15226,"PA",2418,5501.574803,40.399,-80.016,1,0,0,0,0,5
15,NA,NA,NA,NA,NA,0,0,0,0,0,5
16052,"PA",4659,121.6202783,40.905,-80.078,0,0,1,0,0,5
15209,"PA",1908,2757.871397,40.5,-79.966,0,1,0,0,0,5
15237,"PA",10973,1730.483271,40.546,-80.049,0,1,0,0,0,5
15210,"PA",6645,5593.534483,40.406,-79.984,1,0,0,0,0,5
15466,"PA",11365,1065.116279,40.074,-79.889,0,1,0,0,0,5
15215,"PA",1967,2051.219512,40.505,-79.913,0,1,0,0,0,5
15201,"PA",2003,5126.209677,40.474,-79.956,1,0,0,0,0,5
15202,"PA",4143,4473.863636,40.507,-80.077,1,0,0,0,0,5
15217,"PA",6965,7144.356955,40.43,-79.92,1,0,0,0,0,5
15717,"PA",1323,114.227043,40.463,-79.208,0,0,1,0,0,5
15239,"PA",5453,1315.644556,40.481,-79.744,0,1,0,0,0,5
15205,"PA",5650,2122.815534,40.435,-80.109,0,1,0,0,0,5
15136,"PA",5646,1963.072776,40.472,-80.109,0,1,0,0,0,5
15213,"PA",8584,14480.75117,40.443,-79.955,1,0,0,0,0,5
15,NA,NA,NA,NA,NA,0,0,0,0,0,5
15146,"PA",7215,1437.715736,40.424,-79.761,0,1,0,0,0,5
15108,"PA",10771,1017.304282,40.509,-80.195,0,1,0,0,0,5
15143,"PA",4134,533.8039642,40.577,-80.148,0,0,1,0,0,5
15212,"PA",7109,4484.726688,40.468,-80.012,1,0,0,0,0,5
15146,"PA",7215,1437.715736,40.424,-79.761,0,1,0,0,0,5
15001,"PA",8806,532.2897585,40.589,-80.327,0,0,1,0,0,5
15235,"PA",9243,2358.799454,40.46,-79.836,0,1,0,0,0,5
15208,"PA",1159,6463.354037,40.451,-79.901,1,0,0,0,0,5
152,NA,NA,NA,NA,NA,0,0,0,0,0,5
26505,"WV",9868,2955.182927,39.65,-79.946,0,1,0,0,0,4
15234,"PA",2460,4434.069401,40.371,-80.022,1,0,0,0,0,5
15210,"PA",6645,5593.534483,40.406,-79.984,1,0,0,0,0,5
15139,"PA",12977,3267.875648,40.522,-79.832,1,0,0,0,0,5
13780,"NY",48,47.17832957,42.416,-75.478,0,0,1,0,0,5
15057,"PA",2402,254.8015365,40.362,-80.242,0,0,1,0,0,5
16066,"PA",7160,1255.480984,40.709,-80.101,0,1,0,0,0,5
1560,"MA",10425,1268.067227,42.175,-71.68,0,1,0,0,0,5
15044,"PA",6924,654.3057571,40.636,-79.951,0,0,1,0,0,5
15090,"PA",5492,1003.882576,40.627,-80.079,0,1,0,0,0,5
15025,"PA",3064,962.8019324,40.293,-79.924,0,0,1,0,1,5
15068,"PA",9872,859.9778271,40.57,-79.728,0,0,1,0,1,5
15217,"PA",6965,7144.356955,40.43,-79.92,1,0,0,0,1,5
15436,"PA",4923,391.9885551,39.811,-79.726,0,0,1,0,1,5
15644,"PA",3906,852.6935265,40.342,-79.612,0,0,1,0,1,5
15235,"PA",9243,2358.799454,40.46,-79.836,0,1,0,0,1,5
NA,NA,NA,NA,NA,NA,0,0,0,0,1,5
16066,"PA",7160,1255.480984,40.709,-80.101,0,1,0,0,1,5
21545,"MD",933,134.9095967,39.692,-78.862,0,0,1,0,1,4
15122,"PA",5204,1596.431404,40.363,-79.902,0,1,0,0,1,5
15,NA,NA,NA,NA,NA,0,0,0,0,1,5
15206,"PA",7280,5986.401674,40.468,-79.911,1,0,0,0,1,5
15238,"PA",2165,803.5409035,40.536,-79.873,0,0,1,0,1,5
15237,"PA",10973,1730.483271,40.546,-80.049,0,1,0,0,1,5
15642,"PA",11311,1024.570136,40.317,-79.724,0,1,0,0,1,5
15317,"PA",9552,799.1032371,40.271,-80.171,0,0,1,0,1,5
15626,"PA",11748,1292.405063,40.414,-79.572,0,1,0,0,1,5
15137,"PA",1090,1321.447028,40.379,-79.811,0,1,0,0,1,5
15473,"PA",8310,165.6799657,40.07,-79.773,0,0,1,0,1,5
150,NA,NA,NA,NA,NA,0,0,0,0,1,5
26301,"WV",8502,410.2304893,39.299,-80.381,0,0,1,0,1,4
43964,"OH",15121,200.817953,40.493,-80.671,0,0,1,0,1,3
15106,"PA",3830,1659.444942,40.407,-80.111,0,1,0,0,1,5
26574,"WV",13554,237.1428571,39.563,-80.176,0,0,1,0,1,4
15009,"PA",2802,614.5884271,40.7,-80.36,0,0,1,0,1,5
15044,"PA",6924,654.3057571,40.636,-79.951,0,0,1,0,1,5
15234,"PA",2460,4434.069401,40.371,-80.022,1,0,0,0,1,5
48734,"MI",13844,182.3615875,43.354,-83.741,0,0,1,0,1,3
15239,"PA",5453,1315.644556,40.481,-79.744,0,1,0,0,1,5
15438,"PA",4446,192.7951389,40.074,-79.853,0,0,1,0,1,5
43945,"OH",7762,49.15280345,40.615,-80.843,0,0,1,0,1,3
21545,"MD",933,134.9095967,39.692,-78.862,0,0,1,0,1,4
NA,NA,NA,NA,NA,NA,0,0,0,0,1,5
15206,"PA",7280,5986.401674,40.468,-79.911,1,0,0,0,1,5
15042,"PA",14360,486.2027594,40.682,-80.208,0,0,1,0,1,5
26547,"WV",4591,159.1426658,39.51,-79.821,0,0,1,0,1,4
15668,"PA",2157,557.4459058,40.453,-79.66,0,0,1,0,1,5
15221,"PA",8637,5050.406504,40.436,-79.867,1,0,0,0,1,5
15774,"PA",7623,56.44800596,40.653,-79.334,0,0,1,0,1,5
15401,"PA",8871,553.8250429,39.887,-79.74,0,0,1,0,1,5
15243,"PA",2240,4453.820598,40.376,-80.074,1,0,0,0,1,5
16025,"PA",12045,104.5668107,40.941,-79.743,0,0,1,0,1,5
16157,"PA",8009,138.8578275,40.878,-80.336,0,0,1,0,1,5
15239,"PA",5453,1315.644556,40.481,-79.744,0,1,0,0,1,5
15044,"PA",6924,654.3057571,40.636,-79.951,0,0,1,0,1,5
15102,"PA",7476,2853.043478,40.322,-80.036,0,1,0,0,1,5
15068,"PA",9872,859.9778271,40.57,-79.728,0,0,1,0,1,5
NA,NA,NA,NA,NA,NA,0,0,0,0,1,5
15547,"PA",12354,553.8461538,40.158,-79.058,0,0,1,0,1,5
15238,"PA",2165,803.5409035,40.536,-79.873,0,0,1,0,1,5
