15,0.015,0.01513
17.5,0.017,0.0317
22.5,0.022,0.0535
27.5,0.029,0.0828
32.5,0.034,0.1173
37.5,0.039,0.1560
42.5,0.036,0.1919
47.5,0.047,0.2390
52.5,0.050,0.2886
60,0.065,0.3537
70,0.071,0.4251
80,0.080,0.5050
92.5,0.108,0.6125
112.5,0.114,0.7267
137.5,0.086,0.8129
175,0.083,0.8963
250,0.055,0.9512
350,0.022,0.9731
400,0.027,1.0000
