ZIPA,ZIPN,RUCA2.0,COMMFLAG,STNAME
27102,27102.00,1.00,1.00,North Carolina
27103,27103.00,1.00,0.00,North Carolina
27104,27104.00,1.00,0.00,North Carolina
27105,27105.00,1.00,0.00,North Carolina
27106,27106.00,1.00,0.00,North Carolina
27107,27107.00,1.00,0.00,North Carolina
27108,27108.00,1.00,1.00,North Carolina
27109,27109.00,1.00,1.00,North Carolina
27110,27110.00,1.00,0.00,North Carolina
27111,27111.00,1.00,1.00,North Carolina
27113,27113.00,1.00,1.00,North Carolina
27114,27114.00,1.00,1.00,North Carolina
27115,27115.00,1.00,1.00,North Carolina
27116,27116.00,1.00,1.00,North Carolina
27117,27117.00,1.00,1.00,North Carolina
27120,27120.00,1.00,1.00,North Carolina
27127,27127.00,1.00,0.00,North Carolina
27130,27130.00,1.00,1.00,North Carolina
27150,27150.00,1.00,1.00,North Carolina
27151,27151.00,1.00,1.00,North Carolina
27152,27152.00,1.00,1.00,North Carolina
27155,27155.00,1.00,1.00,North Carolina
27156,27156.00,1.00,1.00,North Carolina
27157,27157.00,1.00,1.00,North Carolina
27198,27198.00,1.00,1.00,North Carolina
27199,27199.00,1.00,1.00,North Carolina
27201,27201.00,1.00,1.00,North Carolina
27202,27202.00,1.00,1.00,North Carolina
27203,27203.00,4.00,0.00,North Carolina
27204,27204.00,4.00,1.00,North Carolina
27205,27205.00,5.00,0.00,North Carolina
27207,27207.00,8.00,0.00,North Carolina
27208,27208.00,8.00,0.00,North Carolina
27209,27209.00,10.60,0.00,North Carolina
27212,27212.00,10.40,0.00,North Carolina
27213,27213.00,8.00,1.00,North Carolina
27214,27214.00,2.00,0.00,North Carolina
27215,27215.00,1.00,0.00,North Carolina
27216,27216.00,1.00,1.00,North Carolina
27217,27217.00,1.00,0.00,North Carolina
27220,27220.00,1.00,1.00,North Carolina
27228,27228.00,2.00,1.00,North Carolina
27229,27229.00,10.00,0.00,North Carolina
27230,27230.00,5.00,1.00,North Carolina
27231,27231.00,2.00,0.00,North Carolina
27233,27233.00,2.00,0.00,North Carolina
27235,27235.00,2.10,0.00,North Carolina
27237,27237.00,4.00,1.00,North Carolina
27239,27239.00,3.00,0.00,North Carolina
27242,27242.00,5.00,0.00,North Carolina
27243,27243.00,1.00,0.00,North Carolina
27244,27244.00,1.00,0.00,North Carolina
27247,27247.00,10.60,1.00,North Carolina
27248,27248.00,5.00,0.00,North Carolina
27249,27249.00,1.00,0.00,North Carolina
27252,27252.00,6.00,0.00,North Carolina
27253,27253.00,1.00,0.00,North Carolina
27256,27256.00,6.00,1.00,North Carolina
27258,27258.00,1.00,0.00,North Carolina
27259,27259.00,10.00,1.00,North Carolina
27260,27260.00,1.00,0.00,North Carolina
27261,27261.00,1.00,1.00,North Carolina
27262,27262.00,1.00,0.00,North Carolina
27263,27263.00,1.00,0.00,North Carolina
27264,27264.00,1.00,1.00,North Carolina
27265,27265.00,1.00,0.00,North Carolina
27278,27278.00,1.00,0.00,North Carolina
27281,27281.00,5.00,0.00,North Carolina
27282,27282.00,1.00,0.00,North Carolina
27283,27283.00,2.00,0.00,North Carolina
27284,27284.00,1.00,0.00,North Carolina
27285,27285.00,1.00,1.00,North Carolina
27288,27288.00,4.00,0.00,North Carolina
27289,27289.00,4.00,1.00,North Carolina
27291,27291.00,2.00,0.00,North Carolina
27292,27292.00,4.20,0.00,North Carolina
27293,27293.00,4.20,1.00,North Carolina
27294,27294.00,4.20,1.00,North Carolina
27295,27295.00,5.20,0.00,North Carolina
27298,27298.00,10.40,0.00,North Carolina
27299,27299.00,5.20,0.00,North Carolina
27301,27301.00,1.00,0.00,North Carolina
27302,27302.00,1.00,0.00,North Carolina
27305,27305.00,3.00,0.00,North Carolina
27306,27306.00,10.60,0.00,North Carolina
27310,27310.00,2.10,0.00,North Carolina
27311,27311.00,2.00,0.00,North Carolina
27312,27312.00,2.00,0.00,North Carolina
27313,27313.00,2.00,0.00,North Carolina
27314,27314.00,2.00,0.00,North Carolina
27315,27315.00,2.00,0.00,North Carolina
27316,27316.00,6.00,0.00,North Carolina
27317,27317.00,4.10,0.00,North Carolina
27320,27320.00,4.10,0.00,North Carolina
27321,27321.00,4.10,1.00,North Carolina
27322,27322.00,4.10,1.00,North Carolina
27323,27323.00,4.10,1.00,North Carolina
27325,27325.00,10.00,0.00,North Carolina
27326,27326.00,6.10,0.00,North Carolina
27330,27330.00,4.00,0.00,North Carolina
27331,27331.00,4.00,1.00,North Carolina
27332,27332.00,5.00,0.00,North Carolina
27340,27340.00,1.00,1.00,North Carolina
27341,27341.00,5.00,0.00,North Carolina
27342,27342.00,1.00,1.00,North Carolina
27343,27343.00,8.30,0.00,North Carolina
27344,27344.00,7.00,0.00,North Carolina
27349,27349.00,2.00,0.00,North Carolina
27350,27350.00,1.00,0.00,North Carolina
27351,27351.00,4.20,1.00,North Carolina
27355,27355.00,6.00,0.00,North Carolina
27356,27356.00,10.60,0.00,North Carolina
27357,27357.00,2.00,0.00,North Carolina
27358,27358.00,2.00,0.00,North Carolina
27359,27359.00,1.00,1.00,North Carolina
27360,27360.00,1.00,0.00,North Carolina
27361,27361.00,1.00,1.00,North Carolina
27370,27370.00,1.00,0.00,North Carolina
27371,27371.00,7.00,0.00,North Carolina
27373,27373.00,1.00,1.00,North Carolina
27374,27374.00,5.20,1.00,North Carolina
27375,27375.00,4.10,1.00,North Carolina
27376,27376.00,5.00,0.00,North Carolina
27377,27377.00,2.00,0.00,North Carolina
27379,27379.00,10.40,0.00,North Carolina
27401,27401.00,1.00,0.00,North Carolina
27402,27402.00,1.00,1.00,North Carolina
27403,27403.00,1.00,0.00,North Carolina
27404,27404.00,1.00,1.00,North Carolina
27405,27405.00,1.00,0.00,North Carolina
27406,27406.00,1.00,0.00,North Carolina
27407,27407.00,1.00,0.00,North Carolina
27408,27408.00,1.00,0.00,North Carolina
27409,27409.00,1.00,0.00,North Carolina
27410,27410.00,1.00,0.00,North Carolina
27411,27411.00,1.00,0.00,North Carolina
27412,27412.00,1.00,1.00,North Carolina
27413,27413.00,1.00,0.00,North Carolina
27415,27415.00,1.00,1.00,North Carolina
27416,27416.00,1.00,1.00,North Carolina
27417,27417.00,1.00,1.00,North Carolina
27419,27419.00,1.00,1.00,North Carolina
27420,27420.00,1.00,1.00,North Carolina
27425,27425.00,1.00,1.00,North Carolina
27427,27427.00,1.00,1.00,North Carolina
27429,27429.00,1.00,1.00,North Carolina
27435,27435.00,1.00,1.00,North Carolina
27438,27438.00,1.00,1.00,North Carolina
27455,27455.00,1.00,0.00,North Carolina
27480,27480.00,1.00,1.00,North Carolina
27495,27495.00,1.00,1.00,North Carolina
27498,27498.00,1.00,1.00,North Carolina
27499,27499.00,1.00,1.00,North Carolina
27501,27501.00,2.00,0.00,North Carolina
27502,27502.00,1.00,0.00,North Carolina
27503,27503.00,2.00,0.00,North Carolina
27504,27504.00,2.00,0.00,North Carolina
27505,27505.00,6.00,0.00,North Carolina
27506,27506.00,7.30,1.00,North Carolina
27507,27507.00,8.30,0.00,North Carolina
27508,27508.00,2.00,0.00,North Carolina
27509,27509.00,2.00,0.00,North Carolina
27510,27510.00,1.00,0.00,North Carolina
27511,27511.00,1.00,0.00,North Carolina
27512,27512.00,1.00,1.00,North Carolina
27513,27513.00,1.00,0.00,North Carolina
27514,27514.00,1.00,0.00,North Carolina
27515,27515.00,1.00,1.00,North Carolina
27516,27516.00,1.00,0.00,North Carolina
27517,27517.00,1.00,0.00,North Carolina
27518,27518.00,1.00,1.00,North Carolina
27519,27519.00,1.00,0.00,North Carolina
27520,27520.00,2.00,0.00,North Carolina
27521,27521.00,3.00,0.00,North Carolina
27522,27522.00,2.10,0.00,North Carolina
27523,27523.00,1.00,0.00,North Carolina
27524,27524.00,4.20,0.00,North Carolina
27525,27525.00,2.00,0.00,North Carolina
27526,27526.00,1.00,0.00,North Carolina
27527,27527.00,2.00,0.00,North Carolina
27529,27529.00,1.00,0.00,North Carolina
27530,27530.00,1.00,0.00,North Carolina
27531,27531.00,1.00,0.00,North Carolina
27532,27532.00,1.00,1.00,North Carolina
27533,27533.00,1.00,1.00,North Carolina
27534,27534.00,1.00,0.00,North Carolina
27536,27536.00,4.00,0.00,North Carolina
27537,27537.00,5.00,0.00,North Carolina
27539,27539.00,1.00,0.00,North Carolina
27540,27540.00,1.00,0.00,North Carolina
27541,27541.00,2.00,0.00,North Carolina
27542,27542.00,6.00,0.00,North Carolina
27543,27543.00,1.00,1.00,North Carolina
27544,27544.00,5.20,0.00,North Carolina
27545,27545.00,1.00,0.00,North Carolina
27546,27546.00,7.30,0.00,North Carolina
27549,27549.00,7.10,0.00,North Carolina
27551,27551.00,10.00,0.00,North Carolina
27552,27552.00,7.30,1.00,North Carolina
27553,27553.00,10.50,0.00,North Carolina
27555,27555.00,4.20,1.00,North Carolina
27556,27556.00,5.00,1.00,North Carolina
27557,27557.00,2.00,0.00,North Carolina
27559,27559.00,2.10,0.00,North Carolina
27560,27560.00,1.00,0.00,North Carolina
27562,27562.00,2.10,0.00,North Carolina
27563,27563.00,10.50,0.00,North Carolina
27564,27564.00,2.10,1.00,North Carolina
27565,27565.00,7.00,0.00,North Carolina
27568,27568.00,5.20,1.00,North Carolina
27569,27569.00,5.20,0.00,North Carolina
27570,27570.00,10.50,1.00,North Carolina
27571,27571.00,1.00,0.00,North Carolina
27572,27572.00,2.00,0.00,North Carolina
27573,27573.00,7.30,0.00,North Carolina
27574,27574.00,9.10,0.00,North Carolina
27576,27576.00,4.20,0.00,North Carolina
27577,27577.00,4.20,0.00,North Carolina
27581,27581.00,2.00,0.00,North Carolina
27582,27582.00,7.00,1.00,North Carolina
27583,27583.00,2.00,0.00,North Carolina
27584,27584.00,5.00,1.00,North Carolina
27586,27586.00,10.00,1.00,North Carolina
27587,27587.00,1.00,0.00,North Carolina
27588,27588.00,1.00,1.00,North Carolina
27589,27589.00,10.50,0.00,North Carolina
27591,27591.00,2.00,0.00,North Carolina
27592,27592.00,2.00,0.00,North Carolina
27593,27593.00,4.20,1.00,North Carolina
27594,27594.00,10.50,1.00,North Carolina
27596,27596.00,2.00,0.00,North Carolina
27597,27597.00,2.00,0.00,North Carolina
27599,27599.00,1.00,1.00,North Carolina
27601,27601.00,1.00,0.00,North Carolina
27602,27602.00,1.00,1.00,North Carolina
27603,27603.00,1.00,0.00,North Carolina
27604,27604.00,1.00,0.00,North Carolina
27605,27605.00,1.00,0.00,North Carolina
27606,27606.00,1.00,0.00,North Carolina
27607,27607.00,1.00,0.00,North Carolina
27608,27608.00,1.00,0.00,North Carolina
27609,27609.00,1.00,0.00,North Carolina
27610,27610.00,1.00,0.00,North Carolina
27611,27611.00,1.00,1.00,North Carolina
27612,27612.00,1.00,0.00,North Carolina
27613,27613.00,1.00,0.00,North Carolina
27614,27614.00,1.00,0.00,North Carolina
27615,27615.00,1.00,0.00,North Carolina
27616,27616.00,1.00,0.00,North Carolina
27617,27617.00,1.00,0.00,North Carolina
27619,27619.00,1.00,1.00,North Carolina
27620,27620.00,1.00,1.00,North Carolina
27621,27621.00,1.00,1.00,North Carolina
27622,27622.00,1.00,1.00,North Carolina
27623,27623.00,1.00,1.00,North Carolina
27624,27624.00,1.00,1.00,North Carolina
27625,27625.00,1.00,1.00,North Carolina
27626,27626.00,1.00,1.00,North Carolina
27627,27627.00,1.00,1.00,North Carolina
27628,27628.00,1.00,1.00,North Carolina
27629,27629.00,1.00,1.00,North Carolina
27634,27634.00,1.00,1.00,North Carolina
27635,27635.00,1.00,1.00,North Carolina
27636,27636.00,1.00,1.00,North Carolina
27640,27640.00,1.00,1.00,North Carolina
27650,27650.00,1.00,1.00,North Carolina
27656,27656.00,1.00,1.00,North Carolina
27658,27658.00,1.00,1.00,North Carolina
27661,27661.00,1.00,1.00,North Carolina
27668,27668.00,1.00,1.00,North Carolina
27675,27675.00,1.00,1.00,North Carolina
27676,27676.00,1.00,1.00,North Carolina
27690,27690.00,1.00,1.00,North Carolina
27695,27695.00,1.00,0.00,North Carolina
27697,27697.00,1.00,1.00,North Carolina
27698,27698.00,1.00,1.00,North Carolina
27699,27699.00,1.00,1.00,North Carolina
27701,27701.00,1.00,0.00,North Carolina
27702,27702.00,1.00,1.00,North Carolina
27703,27703.00,1.00,0.00,North Carolina
27704,27704.00,1.00,0.00,North Carolina
27705,27705.00,1.00,0.00,North Carolina
27706,27706.00,1.00,1.00,North Carolina
27707,27707.00,1.00,0.00,North Carolina
27708,27708.00,1.00,1.00,North Carolina
27709,27709.00,1.00,0.00,North Carolina
27710,27710.00,1.00,1.00,North Carolina
27711,27711.00,1.00,1.00,North Carolina
27712,27712.00,1.00,0.00,North Carolina
27713,27713.00,1.00,0.00,North Carolina
27715,27715.00,1.00,1.00,North Carolina
27717,27717.00,1.00,1.00,North Carolina
27722,27722.00,1.00,1.00,North Carolina
27801,27801.00,1.00,0.00,North Carolina
27802,27802.00,1.00,1.00,North Carolina
27803,27803.00,1.00,0.00,North Carolina
27804,27804.00,1.00,0.00,North Carolina
27805,27805.00,9.00,0.00,North Carolina
27806,27806.00,10.50,0.00,North Carolina
27807,27807.00,6.10,0.00,North Carolina
27808,27808.00,10.20,0.00,North Carolina
27809,27809.00,2.00,0.00,North Carolina
27810,27810.00,10.50,0.00,North Carolina
27811,27811.00,1.00,1.00,North Carolina
27812,27812.00,2.00,0.00,North Carolina
27813,27813.00,4.00,1.00,North Carolina
27814,27814.00,6.00,0.00,North Carolina
27816,27816.00,2.00,0.00,North Carolina
27817,27817.00,5.00,0.00,North Carolina
27818,27818.00,7.00,0.00,North Carolina
27819,27819.00,10.50,1.00,North Carolina
27820,27820.00,10.00,0.00,North Carolina
27821,27821.00,6.00,0.00,North Carolina
27822,27822.00,5.20,0.00,North Carolina
27823,27823.00,3.00,0.00,North Carolina
27824,27824.00,10.00,0.00,North Carolina
27825,27825.00,7.00,1.00,North Carolina
27826,27826.00,10.00,0.00,North Carolina
27827,27827.00,1.00,1.00,North Carolina
27828,27828.00,2.00,0.00,North Carolina
27829,27829.00,2.00,0.00,North Carolina
27830,27830.00,2.00,0.00,North Carolina
27831,27831.00,10.50,0.00,North Carolina
27832,27832.00,5.00,0.00,North Carolina
27833,27833.00,1.00,1.00,North Carolina
27834,27834.00,1.00,0.00,North Carolina
27835,27835.00,1.00,1.00,North Carolina
27836,27836.00,1.00,1.00,North Carolina
27837,27837.00,2.00,0.00,North Carolina
27839,27839.00,6.00,0.00,North Carolina
27840,27840.00,9.00,0.00,North Carolina
27841,27841.00,9.00,1.00,North Carolina
27842,27842.00,5.00,0.00,North Carolina
27843,27843.00,5.00,0.00,North Carolina
27844,27844.00,2.00,0.00,North Carolina
27845,27845.00,10.50,0.00,North Carolina
27846,27846.00,10.60,0.00,North Carolina
27847,27847.00,10.00,0.00,North Carolina
27849,27849.00,10.00,0.00,North Carolina
27850,27850.00,5.00,0.00,North Carolina
27851,27851.00,5.00,0.00,North Carolina
27852,27852.00,10.50,0.00,North Carolina
27853,27853.00,10.00,0.00,North Carolina
27854,27854.00,10.00,1.00,North Carolina
27855,27855.00,7.00,0.00,North Carolina
27856,27856.00,1.00,0.00,North Carolina
27857,27857.00,9.00,0.00,North Carolina
27858,27858.00,1.00,0.00,North Carolina
27860,27860.00,10.50,0.00,North Carolina
27861,27861.00,3.00,1.00,North Carolina
27862,27862.00,10.00,0.00,North Carolina
27863,27863.00,2.00,0.00,North Carolina
27864,27864.00,10.40,0.00,North Carolina
27865,27865.00,5.00,0.00,North Carolina
27866,27866.00,10.50,0.00,North Carolina
27867,27867.00,10.00,1.00,North Carolina
27868,27868.00,2.00,1.00,North Carolina
27869,27869.00,10.00,0.00,North Carolina
27870,27870.00,4.00,0.00,North Carolina
27871,27871.00,3.00,0.00,North Carolina
27872,27872.00,10.00,0.00,North Carolina
27874,27874.00,7.30,0.00,North Carolina
27875,27875.00,10.00,0.00,North Carolina
27876,27876.00,10.50,0.00,North Carolina
27877,27877.00,10.00,1.00,North Carolina
27878,27878.00,1.00,1.00,North Carolina
27879,27879.00,1.00,1.00,North Carolina
27880,27880.00,5.00,0.00,North Carolina
27881,27881.00,5.00,1.00,North Carolina
27882,27882.00,3.00,0.00,North Carolina
27883,27883.00,5.00,0.00,North Carolina
27884,27884.00,2.00,0.00,North Carolina
27885,27885.00,10.00,0.00,North Carolina
27886,27886.00,4.20,0.00,North Carolina
27887,27887.00,6.00,1.00,North Carolina
27888,27888.00,3.00,0.00,North Carolina
27889,27889.00,4.20,0.00,North Carolina
27890,27890.00,4.00,0.00,North Carolina
27891,27891.00,2.00,0.00,North Carolina
27892,27892.00,7.00,0.00,North Carolina
27893,27893.00,4.00,0.00,North Carolina
27894,27894.00,4.00,1.00,North Carolina
27895,27895.00,4.00,1.00,North Carolina
27896,27896.00,4.00,0.00,North Carolina
27897,27897.00,10.00,0.00,North Carolina
27906,27906.00,4.00,1.00,North Carolina
27907,27907.00,4.00,1.00,North Carolina
27909,27909.00,4.00,0.00,North Carolina
27910,27910.00,7.00,0.00,North Carolina
27915,27915.00,10.50,1.00,North Carolina
27916,27916.00,5.00,0.00,North Carolina
27917,27917.00,2.00,0.00,North Carolina
27919,27919.00,6.00,0.00,North Carolina
27920,27920.00,10.50,1.00,North Carolina
27921,27921.00,6.00,0.00,North Carolina
27922,27922.00,9.00,0.00,North Carolina
27923,27923.00,5.00,0.00,North Carolina
27924,27924.00,10.00,0.00,North Carolina
27925,27925.00,10.60,0.00,North Carolina
27926,27926.00,10.40,0.00,North Carolina
27927,27927.00,10.40,0.00,North Carolina
27928,27928.00,10.60,0.00,North Carolina
27929,27929.00,2.00,0.00,North Carolina
27930,27930.00,10.50,1.00,North Carolina
27932,27932.00,7.00,0.00,North Carolina
27935,27935.00,10.60,0.00,North Carolina
27936,27936.00,10.50,1.00,North Carolina
27937,27937.00,10.40,0.00,North Carolina
27938,27938.00,10.40,0.00,North Carolina
27939,27939.00,5.00,0.00,North Carolina
27941,27941.00,5.00,0.00,North Carolina
27942,27942.00,9.00,0.00,North Carolina
27943,27943.00,10.50,1.00,North Carolina
27944,27944.00,10.50,0.00,North Carolina
27946,27946.00,10.40,0.00,North Carolina
27947,27947.00,5.00,0.00,North Carolina
27948,27948.00,4.00,0.00,North Carolina
27949,27949.00,4.00,0.00,North Carolina
27950,27950.00,2.00,0.00,North Carolina
27953,27953.00,10.50,0.00,North Carolina
27954,27954.00,7.40,0.00,North Carolina
27956,27956.00,2.00,0.00,North Carolina
27957,27957.00,10.00,0.00,North Carolina
27958,27958.00,2.00,0.00,North Carolina
27959,27959.00,10.50,0.00,North Carolina
27960,27960.00,10.00,0.00,North Carolina
27962,27962.00,7.00,0.00,North Carolina
27964,27964.00,5.00,0.00,North Carolina
27965,27965.00,5.00,0.00,North Carolina
27966,27966.00,5.00,0.00,North Carolina
27967,27967.00,7.00,1.00,North Carolina
27968,27968.00,10.50,1.00,North Carolina
27969,27969.00,10.60,1.00,North Carolina
27970,27970.00,10.60,0.00,North Carolina
27972,27972.00,10.50,1.00,North Carolina
27973,27973.00,6.00,0.00,North Carolina
27974,27974.00,6.00,0.00,North Carolina
27976,27976.00,6.00,0.00,North Carolina
27978,27978.00,10.50,0.00,North Carolina
27979,27979.00,10.40,0.00,North Carolina
27980,27980.00,8.00,0.00,North Carolina
27981,27981.00,7.40,0.00,North Carolina
27982,27982.00,10.50,1.00,North Carolina
27983,27983.00,10.00,0.00,North Carolina
27985,27985.00,10.50,1.00,North Carolina
27986,27986.00,9.00,0.00,North Carolina
28001,28001.00,4.00,0.00,North Carolina
28002,28002.00,4.00,1.00,North Carolina
28006,28006.00,2.10,0.00,North Carolina
28007,28007.00,7.30,1.00,North Carolina
28009,28009.00,4.00,1.00,North Carolina
28010,28010.00,4.00,1.00,North Carolina
28012,28012.00,1.00,0.00,North Carolina
28016,28016.00,1.00,0.00,North Carolina
28017,28017.00,5.00,1.00,North Carolina
28018,28018.00,5.00,0.00,North Carolina
28019,28019.00,4.00,1.00,North Carolina
28020,28020.00,5.20,0.00,North Carolina
28021,28021.00,9.10,0.00,North Carolina
28023,28023.00,1.00,0.00,North Carolina
28024,28024.00,5.00,1.00,North Carolina
28025,28025.00,1.00,0.00,North Carolina
28026,28026.00,1.00,1.00,North Carolina
28027,28027.00,1.00,0.00,North Carolina
28031,28031.00,1.00,0.00,North Carolina
28032,28032.00,1.00,0.00,North Carolina
28033,28033.00,4.00,0.00,North Carolina
28034,28034.00,2.10,0.00,North Carolina
28035,28035.00,1.00,1.00,North Carolina
28036,28036.00,1.00,0.00,North Carolina
28037,28037.00,2.00,0.00,North Carolina
28038,28038.00,3.00,1.00,North Carolina
28039,28039.00,4.20,1.00,North Carolina
28040,28040.00,5.00,0.00,North Carolina
28041,28041.00,4.20,1.00,North Carolina
28042,28042.00,5.00,1.00,North Carolina
28043,28043.00,4.00,0.00,North Carolina
28052,28052.00,1.00,0.00,North Carolina
28053,28053.00,1.00,1.00,North Carolina
28054,28054.00,1.00,0.00,North Carolina
28055,28055.00,1.00,1.00,North Carolina
28056,28056.00,1.00,0.00,North Carolina
28070,28070.00,1.00,1.00,North Carolina
28071,28071.00,5.00,0.00,North Carolina
28072,28072.00,4.20,1.00,North Carolina
28073,28073.00,3.00,0.00,North Carolina
28074,28074.00,5.00,1.00,North Carolina
28075,28075.00,1.00,0.00,North Carolina
28076,28076.00,5.00,1.00,North Carolina
28077,28077.00,2.10,1.00,North Carolina
28078,28078.00,1.00,0.00,North Carolina
28079,28079.00,1.00,0.00,North Carolina
28080,28080.00,2.00,0.00,North Carolina
28081,28081.00,1.00,0.00,North Carolina
28082,28082.00,1.00,1.00,North Carolina
28083,28083.00,1.00,0.00,North Carolina
28086,28086.00,2.00,0.00,North Carolina
28088,28088.00,1.00,0.00,North Carolina
28089,28089.00,4.00,1.00,North Carolina
28090,28090.00,5.00,0.00,North Carolina
28091,28091.00,8.30,0.00,North Carolina
28092,28092.00,4.00,0.00,North Carolina
28093,28093.00,4.00,1.00,North Carolina
28097,28097.00,2.00,0.00,North Carolina
28098,28098.00,1.00,0.00,North Carolina
28101,28101.00,1.00,1.00,North Carolina
28102,28102.00,9.10,1.00,North Carolina
28103,28103.00,2.00,0.00,North Carolina
28104,28104.00,1.00,0.00,North Carolina
28105,28105.00,1.00,0.00,North Carolina
28106,28106.00,1.00,1.00,North Carolina
28107,28107.00,2.00,0.00,North Carolina
28108,28108.00,1.00,1.00,North Carolina
28109,28109.00,5.00,1.00,North Carolina
28110,28110.00,1.00,0.00,North Carolina
28111,28111.00,1.00,1.00,North Carolina
28112,28112.00,1.00,0.00,North Carolina
28114,28114.00,5.00,0.00,North Carolina
28115,28115.00,2.00,0.00,North Carolina
28117,28117.00,2.00,0.00,North Carolina
28119,28119.00,9.10,0.00,North Carolina
28120,28120.00,1.00,0.00,North Carolina
28123,28123.00,2.00,1.00,North Carolina
28124,28124.00,2.10,0.00,North Carolina
28125,28125.00,5.20,0.00,North Carolina
28126,28126.00,1.00,1.00,North Carolina
28127,28127.00,5.00,0.00,North Carolina
28128,28128.00,6.00,0.00,North Carolina
28129,28129.00,3.00,0.00,North Carolina
28130,28130.00,1.00,1.00,North Carolina
28133,28133.00,2.00,0.00,North Carolina
28134,28134.00,1.00,0.00,North Carolina
28135,28135.00,2.00,0.00,North Carolina
28136,28136.00,4.00,1.00,North Carolina
28137,28137.00,5.00,0.00,North Carolina
28138,28138.00,4.20,0.00,North Carolina
28139,28139.00,5.00,0.00,North Carolina
28144,28144.00,4.20,0.00,North Carolina
28145,28145.00,4.20,1.00,North Carolina
28146,28146.00,4.20,0.00,North Carolina
28147,28147.00,4.20,0.00,North Carolina
28150,28150.00,4.00,0.00,North Carolina
28151,28151.00,4.00,1.00,North Carolina
28152,28152.00,5.00,0.00,North Carolina
28159,28159.00,4.20,0.00,North Carolina
28160,28160.00,4.00,0.00,North Carolina
28163,28163.00,2.00,0.00,North Carolina
28164,28164.00,1.00,0.00,North Carolina
28166,28166.00,6.10,0.00,North Carolina
28167,28167.00,5.00,0.00,North Carolina
28168,28168.00,2.00,0.00,North Carolina
28169,28169.00,9.10,1.00,North Carolina
28170,28170.00,7.30,0.00,North Carolina
28173,28173.00,2.00,0.00,North Carolina
28174,28174.00,2.00,0.00,North Carolina
28201,28201.00,1.00,1.00,North Carolina
28202,28202.00,1.00,0.00,North Carolina
28203,28203.00,1.00,0.00,North Carolina
28204,28204.00,1.00,0.00,North Carolina
28205,28205.00,1.00,0.00,North Carolina
28206,28206.00,1.00,0.00,North Carolina
28207,28207.00,1.00,0.00,North Carolina
28208,28208.00,1.00,0.00,North Carolina
28209,28209.00,1.00,0.00,North Carolina
28210,28210.00,1.00,0.00,North Carolina
28211,28211.00,1.00,0.00,North Carolina
28212,28212.00,1.00,0.00,North Carolina
28213,28213.00,1.00,0.00,North Carolina
28214,28214.00,1.00,0.00,North Carolina
28215,28215.00,1.00,0.00,North Carolina
28216,28216.00,1.00,0.00,North Carolina
28217,28217.00,1.00,0.00,North Carolina
28218,28218.00,1.00,1.00,North Carolina
28219,28219.00,1.00,1.00,North Carolina
28220,28220.00,1.00,1.00,North Carolina
28221,28221.00,1.00,1.00,North Carolina
28222,28222.00,1.00,1.00,North Carolina
28223,28223.00,1.00,1.00,North Carolina
28224,28224.00,1.00,1.00,North Carolina
28225,28225.00,1.00,1.00,North Carolina
28226,28226.00,1.00,0.00,North Carolina
28227,28227.00,1.00,0.00,North Carolina
28228,28228.00,1.00,1.00,North Carolina
28229,28229.00,1.00,1.00,North Carolina
28230,28230.00,1.00,1.00,North Carolina
28231,28231.00,1.00,1.00,North Carolina
28232,28232.00,1.00,1.00,North Carolina
28233,28233.00,1.00,1.00,North Carolina
28234,28234.00,1.00,1.00,North Carolina
28235,28235.00,1.00,1.00,North Carolina
28236,28236.00,1.00,1.00,North Carolina
28237,28237.00,1.00,1.00,North Carolina
28240,28240.00,1.00,1.00,North Carolina
28241,28241.00,1.00,1.00,North Carolina
28242,28242.00,1.00,1.00,North Carolina
28243,28243.00,1.00,1.00,North Carolina
28244,28244.00,1.00,1.00,North Carolina
28246,28246.00,1.00,1.00,North Carolina
28247,28247.00,1.00,1.00,North Carolina
28250,28250.00,1.00,1.00,North Carolina
28253,28253.00,1.00,1.00,North Carolina
28254,28254.00,1.00,1.00,North Carolina
28255,28255.00,1.00,1.00,North Carolina
28256,28256.00,1.00,1.00,North Carolina
28258,28258.00,1.00,1.00,North Carolina
28260,28260.00,1.00,1.00,North Carolina
28261,28261.00,1.00,1.00,North Carolina
28262,28262.00,1.00,0.00,North Carolina
28265,28265.00,1.00,1.00,North Carolina
28266,28266.00,1.00,1.00,North Carolina
28269,28269.00,1.00,0.00,North Carolina
28270,28270.00,1.00,0.00,North Carolina
28271,28271.00,1.00,1.00,North Carolina
28272,28272.00,1.00,1.00,North Carolina
28273,28273.00,1.00,0.00,North Carolina
28274,28274.00,1.00,0.00,North Carolina
28275,28275.00,1.00,1.00,North Carolina
28277,28277.00,1.00,0.00,North Carolina
28278,28278.00,1.00,0.00,North Carolina
28280,28280.00,1.00,1.00,North Carolina
28281,28281.00,1.00,1.00,North Carolina
28282,28282.00,1.00,1.00,North Carolina
28283,28283.00,1.00,1.00,North Carolina
28284,28284.00,1.00,1.00,North Carolina
28285,28285.00,1.00,1.00,North Carolina
28286,28286.00,1.00,1.00,North Carolina
28287,28287.00,1.00,1.00,North Carolina
28288,28288.00,1.00,1.00,North Carolina
28289,28289.00,1.00,1.00,North Carolina
28290,28290.00,1.00,1.00,North Carolina
28296,28296.00,1.00,1.00,North Carolina
28297,28297.00,1.00,1.00,North Carolina
28299,28299.00,1.00,1.00,North Carolina
28301,28301.00,1.00,0.00,North Carolina
