ZIPA,ZIPN,RUCA2.0,COMMFLAG,STNAME
34982,34982.00,1.00,0.00,Florida
34983,34983.00,1.00,0.00,Florida
34984,34984.00,1.00,0.00,Florida
34985,34985.00,1.00,1.00,Florida
34986,34986.00,1.00,0.00,Florida
34987,34987.00,2.00,0.00,Florida
34988,34988.00,2.00,0.00,Florida
34990,34990.00,1.00,0.00,Florida
34991,34991.00,1.00,1.00,Florida
34992,34992.00,1.00,1.00,Florida
34994,34994.00,1.00,0.00,Florida
34995,34995.00,1.00,1.00,Florida
34996,34996.00,1.00,0.00,Florida
34997,34997.00,1.00,0.00,Florida
35004,35004.00,2.00,0.00,Alabama
35005,35005.00,1.00,0.00,Alabama
35006,35006.00,2.00,0.00,Alabama
35007,35007.00,1.00,0.00,Alabama
35010,35010.00,7.00,0.00,Alabama
35011,35011.00,7.00,1.00,Alabama
35013,35013.00,7.10,1.00,Alabama
35014,35014.00,6.10,0.00,Alabama
35015,35015.00,1.00,1.00,Alabama
35016,35016.00,7.30,0.00,Alabama
35019,35019.00,9.20,0.00,Alabama
35020,35020.00,1.00,0.00,Alabama
35021,35021.00,1.00,1.00,Alabama
35022,35022.00,1.00,0.00,Alabama
35023,35023.00,1.00,0.00,Alabama
35031,35031.00,2.00,0.00,Alabama
35032,35032.00,9.20,1.00,Alabama
35033,35033.00,5.20,0.00,Alabama
35034,35034.00,7.30,0.00,Alabama
35035,35035.00,10.40,0.00,Alabama
35036,35036.00,1.00,0.00,Alabama
35038,35038.00,2.00,1.00,Alabama
35040,35040.00,2.00,0.00,Alabama
35041,35041.00,1.00,0.00,Alabama
35042,35042.00,7.00,0.00,Alabama
35043,35043.00,2.00,0.00,Alabama
35044,35044.00,9.20,0.00,Alabama
35045,35045.00,7.30,0.00,Alabama
35046,35046.00,8.30,0.00,Alabama
35048,35048.00,1.00,1.00,Alabama
35049,35049.00,2.00,0.00,Alabama
35051,35051.00,2.00,0.00,Alabama
35052,35052.00,7.10,1.00,Alabama
35053,35053.00,5.20,0.00,Alabama
35054,35054.00,10.40,0.00,Alabama
35055,35055.00,4.00,0.00,Alabama
35056,35056.00,4.00,1.00,Alabama
35057,35057.00,5.00,0.00,Alabama
35058,35058.00,5.00,0.00,Alabama
35060,35060.00,1.00,1.00,Alabama
35061,35061.00,1.00,0.00,Alabama
35062,35062.00,2.00,0.00,Alabama
35063,35063.00,2.00,0.00,Alabama
35064,35064.00,1.00,0.00,Alabama
35068,35068.00,1.00,0.00,Alabama
35070,35070.00,5.00,1.00,Alabama
35071,35071.00,1.00,0.00,Alabama
35072,35072.00,8.00,0.00,Alabama
35073,35073.00,1.00,0.00,Alabama
35074,35074.00,2.00,1.00,Alabama
35077,35077.00,5.00,0.00,Alabama
35078,35078.00,2.00,0.00,Alabama
35079,35079.00,2.00,0.00,Alabama
35080,35080.00,1.00,0.00,Alabama
35082,35082.00,8.00,1.00,Alabama
35083,35083.00,5.00,0.00,Alabama
35085,35085.00,2.00,0.00,Alabama
35087,35087.00,3.00,0.00,Alabama
35089,35089.00,8.00,0.00,Alabama
35091,35091.00,2.00,0.00,Alabama
35094,35094.00,2.00,0.00,Alabama
35096,35096.00,3.00,0.00,Alabama
35097,35097.00,2.00,0.00,Alabama
35098,35098.00,5.00,0.00,Alabama
35111,35111.00,2.00,0.00,Alabama
35112,35112.00,2.00,1.00,Alabama
35114,35114.00,1.00,0.00,Alabama
35115,35115.00,2.00,0.00,Alabama
35116,35116.00,2.00,0.00,Alabama
35117,35117.00,1.00,0.00,Alabama
35118,35118.00,2.00,0.00,Alabama
35119,35119.00,1.00,1.00,Alabama
35120,35120.00,2.00,0.00,Alabama
35121,35121.00,7.10,0.00,Alabama
35123,35123.00,1.00,1.00,Alabama
35124,35124.00,1.00,0.00,Alabama
35125,35125.00,3.00,0.00,Alabama
35126,35126.00,1.00,0.00,Alabama
35127,35127.00,1.00,0.00,Alabama
35128,35128.00,7.10,0.00,Alabama
35130,35130.00,2.00,0.00,Alabama
35131,35131.00,3.00,0.00,Alabama
35133,35133.00,2.00,0.00,Alabama
35135,35135.00,3.00,0.00,Alabama
35136,35136.00,8.00,0.00,Alabama
35137,35137.00,1.00,1.00,Alabama
35139,35139.00,1.00,1.00,Alabama
35142,35142.00,1.00,1.00,Alabama
35143,35143.00,2.00,0.00,Alabama
35144,35144.00,1.00,1.00,Alabama
35146,35146.00,2.00,0.00,Alabama
35147,35147.00,2.00,0.00,Alabama
35148,35148.00,2.00,0.00,Alabama
35149,35149.00,4.00,1.00,Alabama
35150,35150.00,4.00,0.00,Alabama
35151,35151.00,5.20,0.00,Alabama
35160,35160.00,4.00,0.00,Alabama
35161,35161.00,4.00,1.00,Alabama
35171,35171.00,2.00,0.00,Alabama
35172,35172.00,2.00,0.00,Alabama
35173,35173.00,1.00,0.00,Alabama
35175,35175.00,2.00,0.00,Alabama
35176,35176.00,2.00,0.00,Alabama
35178,35178.00,2.00,0.00,Alabama
35179,35179.00,5.00,0.00,Alabama
35180,35180.00,2.00,0.00,Alabama
35181,35181.00,1.00,1.00,Alabama
35182,35182.00,3.00,1.00,Alabama
35183,35183.00,5.00,0.00,Alabama
35184,35184.00,2.00,0.00,Alabama
35185,35185.00,2.00,1.00,Alabama
35186,35186.00,2.00,0.00,Alabama
35187,35187.00,10.40,1.00,Alabama
35188,35188.00,2.00,0.00,Alabama
35201,35201.00,1.00,1.00,Alabama
35202,35202.00,1.00,1.00,Alabama
35203,35203.00,1.00,0.00,Alabama
35204,35204.00,1.00,0.00,Alabama
35205,35205.00,1.00,0.00,Alabama
35206,35206.00,1.00,0.00,Alabama
35207,35207.00,1.00,0.00,Alabama
35208,35208.00,1.00,0.00,Alabama
35209,35209.00,1.00,0.00,Alabama
35210,35210.00,1.00,0.00,Alabama
35211,35211.00,1.00,0.00,Alabama
35212,35212.00,1.00,0.00,Alabama
35213,35213.00,1.00,0.00,Alabama
35214,35214.00,1.00,0.00,Alabama
35215,35215.00,1.00,0.00,Alabama
35216,35216.00,1.00,0.00,Alabama
35217,35217.00,1.00,0.00,Alabama
35218,35218.00,1.00,0.00,Alabama
35219,35219.00,1.00,1.00,Alabama
35220,35220.00,1.00,1.00,Alabama
35221,35221.00,1.00,0.00,Alabama
35222,35222.00,1.00,0.00,Alabama
35223,35223.00,1.00,0.00,Alabama
35224,35224.00,1.00,0.00,Alabama
35225,35225.00,1.00,1.00,Alabama
35226,35226.00,1.00,0.00,Alabama
35228,35228.00,1.00,0.00,Alabama
35229,35229.00,1.00,0.00,Alabama
35230,35230.00,1.00,1.00,Alabama
35231,35231.00,1.00,1.00,Alabama
35232,35232.00,1.00,1.00,Alabama
35233,35233.00,1.00,0.00,Alabama
35234,35234.00,1.00,0.00,Alabama
35235,35235.00,1.00,0.00,Alabama
35236,35236.00,1.00,1.00,Alabama
35237,35237.00,1.00,1.00,Alabama
35238,35238.00,1.00,1.00,Alabama
35240,35240.00,1.00,1.00,Alabama
35242,35242.00,1.00,0.00,Alabama
35243,35243.00,1.00,0.00,Alabama
35244,35244.00,1.00,0.00,Alabama
35245,35245.00,1.00,1.00,Alabama
35246,35246.00,1.00,1.00,Alabama
35249,35249.00,1.00,1.00,Alabama
35253,35253.00,1.00,1.00,Alabama
35254,35254.00,1.00,0.00,Alabama
35255,35255.00,1.00,1.00,Alabama
35259,35259.00,1.00,1.00,Alabama
35260,35260.00,1.00,1.00,Alabama
35261,35261.00,1.00,1.00,Alabama
35263,35263.00,1.00,1.00,Alabama
35266,35266.00,1.00,1.00,Alabama
35277,35277.00,1.00,1.00,Alabama
35278,35278.00,1.00,1.00,Alabama
35279,35279.00,1.00,1.00,Alabama
35280,35280.00,1.00,1.00,Alabama
35281,35281.00,1.00,1.00,Alabama
35282,35282.00,1.00,1.00,Alabama
35283,35283.00,1.00,1.00,Alabama
35285,35285.00,1.00,1.00,Alabama
35286,35286.00,1.00,1.00,Alabama
35287,35287.00,1.00,1.00,Alabama
35288,35288.00,1.00,1.00,Alabama
35289,35289.00,1.00,1.00,Alabama
35290,35290.00,1.00,1.00,Alabama
35291,35291.00,1.00,1.00,Alabama
35292,35292.00,1.00,1.00,Alabama
35293,35293.00,1.00,1.00,Alabama
35294,35294.00,1.00,1.00,Alabama
35295,35295.00,1.00,1.00,Alabama
35296,35296.00,1.00,1.00,Alabama
35297,35297.00,1.00,1.00,Alabama
35298,35298.00,1.00,1.00,Alabama
35299,35299.00,1.00,1.00,Alabama
35401,35401.00,1.00,0.00,Alabama
35402,35402.00,1.00,1.00,Alabama
35403,35403.00,1.00,1.00,Alabama
35404,35404.00,1.00,0.00,Alabama
35405,35405.00,1.00,0.00,Alabama
35406,35406.00,1.00,0.00,Alabama
35407,35407.00,1.00,1.00,Alabama
35440,35440.00,2.10,1.00,Alabama
35441,35441.00,2.00,0.00,Alabama
35442,35442.00,10.40,0.00,Alabama
35443,35443.00,9.00,0.00,Alabama
35444,35444.00,2.00,0.00,Alabama
35446,35446.00,1.00,0.00,Alabama
35447,35447.00,10.00,0.00,Alabama
35448,35448.00,10.40,1.00,Alabama
35449,35449.00,2.00,1.00,Alabama
35452,35452.00,1.00,0.00,Alabama
35453,35453.00,2.00,0.00,Alabama
35456,35456.00,2.00,0.00,Alabama
35457,35457.00,2.00,0.00,Alabama
35458,35458.00,2.00,0.00,Alabama
35459,35459.00,10.00,0.00,Alabama
35460,35460.00,10.00,0.00,Alabama
35461,35461.00,5.00,0.00,Alabama
35462,35462.00,10.40,0.00,Alabama
35463,35463.00,2.00,0.00,Alabama
35464,35464.00,10.00,0.00,Alabama
35466,35466.00,2.00,0.00,Alabama
35468,35468.00,2.10,1.00,Alabama
35469,35469.00,10.40,0.00,Alabama
35470,35470.00,10.00,0.00,Alabama
35471,35471.00,5.00,1.00,Alabama
35473,35473.00,1.00,0.00,Alabama
35474,35474.00,2.00,0.00,Alabama
35475,35475.00,2.00,0.00,Alabama
35476,35476.00,1.00,0.00,Alabama
35477,35477.00,10.00,1.00,Alabama
35478,35478.00,2.10,1.00,Alabama
35480,35480.00,2.00,0.00,Alabama
35481,35481.00,3.00,0.00,Alabama
35482,35482.00,2.00,1.00,Alabama
35485,35485.00,1.00,1.00,Alabama
35486,35486.00,1.00,1.00,Alabama
35487,35487.00,1.00,0.00,Alabama
35490,35490.00,2.10,0.00,Alabama
35491,35491.00,10.40,1.00,Alabama
35501,35501.00,4.20,0.00,Alabama
35502,35502.00,4.20,1.00,Alabama
35503,35503.00,5.00,0.00,Alabama
35504,35504.00,5.20,0.00,Alabama
35540,35540.00,10.00,0.00,Alabama
35541,35541.00,10.00,0.00,Alabama
35542,35542.00,8.30,0.00,Alabama
35543,35543.00,9.00,0.00,Alabama
35544,35544.00,10.00,0.00,Alabama
35545,35545.00,7.00,1.00,Alabama
35546,35546.00,8.30,0.00,Alabama
35548,35548.00,10.00,0.00,Alabama
35549,35549.00,10.50,0.00,Alabama
35550,35550.00,5.20,0.00,Alabama
35551,35551.00,7.00,1.00,Alabama
35552,35552.00,10.00,0.00,Alabama
35553,35553.00,10.00,0.00,Alabama
35554,35554.00,8.00,0.00,Alabama
35555,35555.00,7.00,0.00,Alabama
35559,35559.00,10.00,1.00,Alabama
35560,35560.00,5.00,1.00,Alabama
35563,35563.00,10.00,0.00,Alabama
35564,35564.00,10.00,0.00,Alabama
35565,35565.00,7.00,0.00,Alabama
35570,35570.00,10.00,0.00,Alabama
35571,35571.00,10.00,0.00,Alabama
35572,35572.00,10.00,0.00,Alabama
35573,35573.00,10.50,1.00,Alabama
35574,35574.00,10.50,0.00,Alabama
35575,35575.00,10.60,0.00,Alabama
35576,35576.00,10.50,0.00,Alabama
35577,35577.00,10.60,1.00,Alabama
35578,35578.00,5.20,0.00,Alabama
35579,35579.00,5.20,0.00,Alabama
35580,35580.00,5.00,0.00,Alabama
35581,35581.00,10.60,0.00,Alabama
35582,35582.00,10.00,0.00,Alabama
35584,35584.00,2.00,1.00,Alabama
35585,35585.00,8.00,0.00,Alabama
35586,35586.00,10.00,0.00,Alabama
35587,35587.00,5.20,0.00,Alabama
35592,35592.00,10.00,0.00,Alabama
35593,35593.00,10.00,0.00,Alabama
35594,35594.00,10.00,0.00,Alabama
35601,35601.00,1.00,0.00,Alabama
35602,35602.00,1.00,1.00,Alabama
35603,35603.00,1.00,0.00,Alabama
35609,35609.00,1.00,1.00,Alabama
35610,35610.00,2.00,0.00,Alabama
35611,35611.00,4.20,0.00,Alabama
35612,35612.00,4.20,1.00,Alabama
35613,35613.00,2.00,0.00,Alabama
35614,35614.00,5.20,0.00,Alabama
35615,35615.00,5.20,1.00,Alabama
35616,35616.00,2.00,0.00,Alabama
35617,35617.00,2.00,1.00,Alabama
35618,35618.00,2.00,0.00,Alabama
35619,35619.00,2.00,0.00,Alabama
35620,35620.00,5.20,0.00,Alabama
35621,35621.00,3.00,0.00,Alabama
35622,35622.00,2.00,0.00,Alabama
35630,35630.00,1.00,0.00,Alabama
35631,35631.00,1.00,1.00,Alabama
35632,35632.00,1.00,1.00,Alabama
35633,35633.00,2.00,0.00,Alabama
35634,35634.00,2.00,0.00,Alabama
35640,35640.00,2.00,0.00,Alabama
35643,35643.00,2.00,0.00,Alabama
35645,35645.00,2.00,0.00,Alabama
35646,35646.00,2.00,0.00,Alabama
35647,35647.00,5.20,0.00,Alabama
35648,35648.00,2.00,0.00,Alabama
35649,35649.00,1.00,1.00,Alabama
35650,35650.00,2.00,0.00,Alabama
35651,35651.00,3.00,0.00,Alabama
35652,35652.00,2.00,0.00,Alabama
35653,35653.00,7.30,0.00,Alabama
35654,35654.00,9.20,0.00,Alabama
35660,35660.00,1.00,0.00,Alabama
35661,35661.00,1.00,0.00,Alabama
35662,35662.00,1.00,1.00,Alabama
35670,35670.00,2.10,0.00,Alabama
35671,35671.00,5.20,0.00,Alabama
35672,35672.00,3.00,0.00,Alabama
35673,35673.00,2.00,0.00,Alabama
35674,35674.00,1.00,0.00,Alabama
35677,35677.00,2.00,0.00,Alabama
35699,35699.00,1.00,1.00,Alabama
35739,35739.00,2.00,0.00,Alabama
35740,35740.00,7.30,0.00,Alabama
35741,35741.00,1.00,0.00,Alabama
35742,35742.00,2.00,1.00,Alabama
35744,35744.00,6.00,0.00,Alabama
35745,35745.00,5.20,0.00,Alabama
35746,35746.00,10.60,0.00,Alabama
35747,35747.00,2.00,0.00,Alabama
35748,35748.00,2.00,0.00,Alabama
35749,35749.00,2.00,0.00,Alabama
35750,35750.00,2.00,0.00,Alabama
35751,35751.00,5.20,0.00,Alabama
35752,35752.00,5.00,0.00,Alabama
35754,35754.00,2.00,0.00,Alabama
35755,35755.00,5.00,0.00,Alabama
35756,35756.00,2.00,0.00,Alabama
35757,35757.00,1.00,0.00,Alabama
35758,35758.00,1.00,0.00,Alabama
35759,35759.00,2.00,0.00,Alabama
35760,35760.00,2.00,0.00,Alabama
35761,35761.00,2.00,0.00,Alabama
35762,35762.00,1.00,1.00,Alabama
35763,35763.00,1.00,0.00,Alabama
35764,35764.00,2.00,0.00,Alabama
35765,35765.00,10.50,0.00,Alabama
35766,35766.00,5.20,0.00,Alabama
35767,35767.00,1.00,1.00,Alabama
35768,35768.00,4.00,0.00,Alabama
35769,35769.00,4.00,0.00,Alabama
35771,35771.00,6.00,0.00,Alabama
35772,35772.00,10.60,0.00,Alabama
35773,35773.00,2.00,0.00,Alabama
35774,35774.00,5.20,0.00,Alabama
35775,35775.00,2.00,0.00,Alabama
35776,35776.00,2.00,0.00,Alabama
35801,35801.00,1.00,0.00,Alabama
35802,35802.00,1.00,0.00,Alabama
35803,35803.00,1.00,0.00,Alabama
35804,35804.00,1.00,1.00,Alabama
35805,35805.00,1.00,0.00,Alabama
35806,35806.00,1.00,0.00,Alabama
35807,35807.00,1.00,1.00,Alabama
35808,35808.00,1.00,0.00,Alabama
35809,35809.00,1.00,1.00,Alabama
35810,35810.00,1.00,0.00,Alabama
35811,35811.00,1.00,0.00,Alabama
35812,35812.00,1.00,1.00,Alabama
35813,35813.00,1.00,1.00,Alabama
35814,35814.00,1.00,1.00,Alabama
35815,35815.00,1.00,1.00,Alabama
35816,35816.00,1.00,0.00,Alabama
35824,35824.00,1.00,0.00,Alabama
35893,35893.00,1.00,1.00,Alabama
35894,35894.00,1.00,1.00,Alabama
35895,35895.00,1.00,1.00,Alabama
35896,35896.00,1.00,1.00,Alabama
35897,35897.00,1.00,1.00,Alabama
35898,35898.00,1.00,0.00,Alabama
35899,35899.00,1.00,1.00,Alabama
35901,35901.00,1.00,0.00,Alabama
35902,35902.00,1.00,1.00,Alabama
35903,35903.00,1.00,0.00,Alabama
35904,35904.00,1.00,0.00,Alabama
35905,35905.00,1.00,0.00,Alabama
35906,35906.00,1.00,0.00,Alabama
35907,35907.00,1.00,0.00,Alabama
35950,35950.00,4.00,0.00,Alabama
35951,35951.00,4.00,0.00,Alabama
35952,35952.00,2.00,0.00,Alabama
35953,35953.00,3.00,0.00,Alabama
35954,35954.00,1.00,0.00,Alabama
35956,35956.00,5.20,0.00,Alabama
35957,35957.00,4.00,0.00,Alabama
35958,35958.00,2.00,0.00,Alabama
35959,35959.00,3.00,0.00,Alabama
35960,35960.00,10.00,0.00,Alabama
35961,35961.00,10.60,0.00,Alabama
35962,35962.00,5.00,0.00,Alabama
35963,35963.00,5.00,0.00,Alabama
35964,35964.00,5.00,1.00,Alabama
35966,35966.00,2.00,0.00,Alabama
35967,35967.00,8.00,0.00,Alabama
35968,35968.00,9.00,0.00,Alabama
35971,35971.00,10.60,0.00,Alabama
35972,35972.00,2.00,0.00,Alabama
35973,35973.00,3.00,0.00,Alabama
35974,35974.00,5.00,0.00,Alabama
35975,35975.00,10.60,0.00,Alabama
35976,35976.00,4.00,0.00,Alabama
35978,35978.00,9.00,0.00,Alabama
35979,35979.00,2.00,0.00,Alabama
35980,35980.00,5.00,0.00,Alabama
35981,35981.00,2.00,0.00,Alabama
35983,35983.00,10.00,0.00,Alabama
35984,35984.00,10.60,0.00,Alabama
35986,35986.00,10.60,0.00,Alabama
35987,35987.00,3.00,0.00,Alabama
35988,35988.00,10.60,0.00,Alabama
35989,35989.00,10.60,0.00,Alabama
35990,35990.00,2.00,1.00,Alabama
36003,36003.00,5.20,0.00,Alabama
36005,36005.00,5.00,0.00,Alabama
36006,36006.00,6.10,0.00,Alabama
36008,36008.00,2.00,1.00,Alabama
36009,36009.00,10.00,0.00,Alabama
36010,36010.00,5.00,0.00,Alabama
36013,36013.00,2.00,0.00,Alabama
36015,36015.00,10.60,1.00,Alabama
36016,36016.00,10.30,0.00,Alabama
36017,36017.00,10.00,0.00,Alabama
36020,36020.00,2.00,0.00,Alabama
36022,36022.00,2.00,0.00,Alabama
36023,36023.00,2.00,1.00,Alabama
36024,36024.00,2.00,0.00,Alabama
36025,36025.00,2.00,0.00,Alabama
36026,36026.00,8.00,0.00,Alabama
36027,36027.00,7.00,0.00,Alabama
36028,36028.00,10.60,0.00,Alabama
36029,36029.00,2.00,0.00,Alabama
36030,36030.00,10.60,0.00,Alabama
36031,36031.00,5.20,0.00,Alabama
36032,36032.00,2.00,0.00,Alabama
36033,36033.00,10.60,0.00,Alabama
36034,36034.00,6.00,0.00,Alabama
36035,36035.00,5.00,0.00,Alabama
36036,36036.00,2.00,0.00,Alabama
36037,36037.00,10.60,0.00,Alabama
36038,36038.00,8.00,0.00,Alabama
36039,36039.00,2.00,0.00,Alabama
36040,36040.00,2.00,0.00,Alabama
36041,36041.00,3.00,0.00,Alabama
36042,36042.00,2.00,0.00,Alabama
36043,36043.00,2.00,0.00,Alabama
36045,36045.00,2.00,1.00,Alabama
36046,36046.00,2.00,0.00,Alabama
36047,36047.00,2.00,0.00,Alabama
36048,36048.00,10.00,0.00,Alabama
36049,36049.00,10.00,0.00,Alabama
36051,36051.00,2.00,0.00,Alabama
36052,36052.00,2.00,0.00,Alabama
36053,36053.00,8.00,0.00,Alabama
36054,36054.00,2.00,0.00,Alabama
36057,36057.00,2.00,1.00,Alabama
36061,36061.00,8.00,0.00,Alabama
36062,36062.00,10.00,1.00,Alabama
36064,36064.00,2.00,0.00,Alabama
36065,36065.00,2.00,1.00,Alabama
36066,36066.00,2.00,0.00,Alabama
36067,36067.00,2.00,0.00,Alabama
36068,36068.00,2.00,1.00,Alabama
36069,36069.00,2.00,0.00,Alabama
36071,36071.00,10.40,0.00,Alabama
36072,36072.00,7.00,1.00,Alabama
36075,36075.00,2.00,0.00,Alabama
36078,36078.00,2.00,0.00,Alabama
36079,36079.00,5.00,0.00,Alabama
36080,36080.00,2.00,0.00,Alabama
36081,36081.00,4.00,0.00,Alabama
36082,36082.00,4.00,0.00,Alabama
36083,36083.00,4.20,0.00,Alabama
36087,36087.00,4.20,1.00,Alabama
36088,36088.00,4.20,0.00,Alabama
36089,36089.00,7.00,0.00,Alabama
36091,36091.00,8.30,0.00,Alabama
36092,36092.00,2.00,0.00,Alabama
36093,36093.00,2.00,0.00,Alabama
36101,36101.00,1.00,1.00,Alabama
36102,36102.00,1.00,1.00,Alabama
36103,36103.00,1.00,1.00,Alabama
36104,36104.00,1.00,0.00,Alabama
36105,36105.00,1.00,0.00,Alabama
36106,36106.00,1.00,0.00,Alabama
36107,36107.00,1.00,0.00,Alabama
36108,36108.00,1.00,0.00,Alabama
36109,36109.00,1.00,0.00,Alabama
36110,36110.00,1.00,0.00,Alabama
36111,36111.00,1.00,0.00,Alabama
36112,36112.00,1.00,0.00,Alabama
36113,36113.00,1.00,0.00,Alabama
36114,36114.00,1.00,1.00,Alabama
36115,36115.00,1.00,0.00,Alabama
36116,36116.00,1.00,0.00,Alabama
36117,36117.00,1.00,0.00,Alabama
36118,36118.00,1.00,1.00,Alabama
36119,36119.00,1.00,1.00,Alabama
36120,36120.00,1.00,1.00,Alabama
36121,36121.00,1.00,1.00,Alabama
36123,36123.00,1.00,1.00,Alabama
36124,36124.00,1.00,1.00,Alabama
36125,36125.00,1.00,1.00,Alabama
36130,36130.00,1.00,1.00,Alabama
36131,36131.00,1.00,1.00,Alabama
36132,36132.00,1.00,1.00,Alabama
36133,36133.00,1.00,1.00,Alabama
36134,36134.00,1.00,1.00,Alabama
36135,36135.00,1.00,1.00,Alabama
36140,36140.00,1.00,1.00,Alabama
36141,36141.00,1.00,1.00,Alabama
36142,36142.00,1.00,1.00,Alabama
36177,36177.00,1.00,1.00,Alabama
36191,36191.00,1.00,1.00,Alabama
36201,36201.00,1.00,0.00,Alabama
36202,36202.00,1.00,1.00,Alabama
36203,36203.00,1.00,0.00,Alabama
36204,36204.00,1.00,1.00,Alabama
36205,36205.00,2.00,0.00,Alabama
36206,36206.00,1.00,0.00,Alabama
36207,36207.00,1.00,0.00,Alabama
36250,36250.00,1.00,0.00,Alabama
36251,36251.00,10.00,0.00,Alabama
36253,36253.00,1.00,1.00,Alabama
36254,36254.00,1.00,1.00,Alabama
36255,36255.00,10.00,0.00,Alabama
36256,36256.00,8.00,0.00,Alabama
36257,36257.00,1.00,1.00,Alabama
36258,36258.00,10.00,0.00,Alabama
36260,36260.00,1.00,0.00,Alabama
36261,36261.00,5.10,1.00,Alabama
36262,36262.00,10.00,0.00,Alabama
36263,36263.00,10.00,0.00,Alabama
36264,36264.00,5.10,0.00,Alabama
36265,36265.00,1.00,0.00,Alabama
36266,36266.00,10.00,0.00,Alabama
36267,36267.00,10.00,0.00,Alabama
36268,36268.00,2.00,0.00,Alabama
36269,36269.00,10.00,0.00,Alabama
36271,36271.00,2.00,0.00,Alabama
36272,36272.00,7.30,0.00,Alabama
36273,36273.00,6.00,0.00,Alabama
36274,36274.00,7.40,0.00,Alabama
36275,36275.00,10.00,1.00,Alabama
36276,36276.00,8.00,0.00,Alabama
36277,36277.00,1.00,0.00,Alabama
36278,36278.00,10.60,0.00,Alabama
36279,36279.00,2.00,0.00,Alabama
36280,36280.00,10.00,0.00,Alabama
36301,36301.00,1.00,0.00,Alabama
36302,36302.00,1.00,1.00,Alabama
36303,36303.00,1.00,0.00,Alabama
36304,36304.00,1.00,1.00,Alabama
36305,36305.00,1.00,0.00,Alabama
36310,36310.00,10.40,0.00,Alabama
36311,36311.00,5.00,0.00,Alabama
36312,36312.00,2.00,0.00,Alabama
36313,36313.00,5.00,1.00,Alabama
36314,36314.00,10.40,0.00,Alabama
36316,36316.00,5.00,0.00,Alabama
36317,36317.00,10.60,0.00,Alabama
36318,36318.00,5.00,0.00,Alabama
36319,36319.00,2.00,0.00,Alabama
36320,36320.00,2.00,0.00,Alabama
36321,36321.00,2.00,0.00,Alabama
36322,36322.00,5.00,0.00,Alabama
36323,36323.00,10.50,0.00,Alabama
36330,36330.00,4.20,0.00,Alabama
36331,36331.00,4.20,1.00,Alabama
36340,36340.00,7.00,0.00,Alabama
36343,36343.00,2.00,0.00,Alabama
36344,36344.00,10.40,0.00,Alabama
36345,36345.00,2.00,0.00,Alabama
36346,36346.00,10.50,0.00,Alabama
36349,36349.00,2.00,0.00,Alabama
36350,36350.00,1.00,0.00,Alabama
36351,36351.00,5.00,0.00,Alabama
36352,36352.00,2.00,0.00,Alabama
36353,36353.00,2.00,0.00,Alabama
36360,36360.00,4.20,0.00,Alabama
36361,36361.00,4.20,1.00,Alabama
36362,36362.00,4.20,0.00,Alabama
36370,36370.00,2.00,0.00,Alabama
36371,36371.00,1.00,1.00,Alabama
36373,36373.00,10.40,0.00,Alabama
36374,36374.00,5.00,0.00,Alabama
36375,36375.00,2.00,0.00,Alabama
36376,36376.00,2.00,0.00,Alabama
36401,36401.00,10.00,0.00,Alabama
36420,36420.00,7.00,0.00,Alabama
36421,36421.00,7.00,0.00,Alabama
36425,36425.00,8.00,0.00,Alabama
36426,36426.00,7.00,0.00,Alabama
36427,36427.00,7.00,1.00,Alabama
36429,36429.00,10.00,1.00,Alabama
36432,36432.00,10.60,0.00,Alabama
36435,36435.00,10.60,0.00,Alabama
36436,36436.00,8.00,0.00,Alabama
36439,36439.00,7.00,1.00,Alabama
36441,36441.00,10.60,0.00,Alabama
36442,36442.00,10.60,0.00,Alabama
36444,36444.00,8.00,0.00,Alabama
36445,36445.00,8.00,0.00,Alabama
36446,36446.00,8.00,0.00,Alabama
36449,36449.00,8.00,1.00,Alabama
36451,36451.00,10.60,0.00,Alabama
36453,36453.00,9.00,0.00,Alabama
36454,36454.00,8.00,0.00,Alabama
36455,36455.00,10.60,1.00,Alabama
36456,36456.00,10.00,0.00,Alabama
36457,36457.00,8.00,1.00,Alabama
36458,36458.00,8.00,1.00,Alabama
36460,36460.00,7.00,0.00,Alabama
36461,36461.00,7.00,1.00,Alabama
36462,36462.00,7.00,1.00,Alabama
36467,36467.00,7.00,0.00,Alabama
36470,36470.00,7.00,1.00,Alabama
36471,36471.00,8.00,0.00,Alabama
36473,36473.00,8.00,0.00,Alabama
36474,36474.00,8.00,0.00,Alabama
36475,36475.00,8.00,0.00,Alabama
36476,36476.00,7.00,1.00,Alabama
36477,36477.00,10.60,0.00,Alabama
36480,36480.00,10.30,0.00,Alabama
36481,36481.00,8.00,0.00,Alabama
36482,36482.00,10.60,0.00,Alabama
36483,36483.00,8.00,0.00,Alabama
36501,36501.00,8.00,1.00,Alabama
36502,36502.00,8.00,0.00,Alabama
36503,36503.00,8.00,1.00,Alabama
36504,36504.00,8.00,1.00,Alabama
36505,36505.00,2.00,0.00,Alabama
36507,36507.00,7.30,0.00,Alabama
36509,36509.00,1.00,0.00,Alabama
36511,36511.00,8.40,0.00,Alabama
36512,36512.00,2.00,1.00,Alabama
36513,36513.00,2.00,1.00,Alabama
36515,36515.00,8.00,0.00,Alabama
36518,36518.00,10.00,0.00,Alabama
36521,36521.00,2.00,0.00,Alabama
36522,36522.00,2.00,0.00,Alabama
36523,36523.00,1.00,0.00,Alabama
