V1
0.2
0.2
0.2
0.2
1.84793335958193
0.2
0.2
0.2
0.2
1.69323868421116
0.2
0.2
0.2
0.279067271968078
0.2
2.31459583105332
4.33044358489364
1.25374725578971
0.868748144080752
0.2
0.2
0.688626295378603
2.16997175975009
3.11062182752657
0.2
0.2
0.2
0.206597708053255
5
0.2
0.2
0.311735193387716
0.204023621755891
1.02175226317469
0.209876127925183
0.2
0.2
0.200347490021426
0.203014015779735
0.216560018859081
1.42422007752446
0.2
0.2
2.36426180488825
1.15093390963307
1.39301014092564
0.329601898290573
5
0.2
0.2
0.2
0.481534517089324
4.36201089417138
0.2
0.78278538773214
0.2
0.2
0.202061459700269
0.206296056857698
2.32598156146427
1.97721432099014
0.2
1.96213668777508
0.329601898296118
2.83161709955366
0.2
0.2
0.2
0.52688205851648
1.34208394752159
1.63953804621835
2.04352732508912
0.987170055236337
0.206296056879481
0.206455775698577
3.28123256029507
0.2
0.20025199872672
0.200094526138247
0.2
1.31487292458809
0.2
2.35223739100737
3.12343390250785
0.2
5
0.736066591748603
0.2
0.207361175409274
0.2
0.2
0.482370764109409
2.40477716908774
0.2
0.2
0.759826759207384
0.2
4.22904032869598
0.2
0.2
0.255262131991822
0.2
0.2
3.33928549353593
0.2
5
0.2
4.10847524183055
0.507629549630576
0.813029321155639
5
0.2
1.7170421965221
2.05867011607057
3.28123256030955
0.204023621770757
2.70815401326587
0.866098249718794
1.79423272157875
5
0.674251871622748
0.204873158551636
0.935393354391492
0.2
1.03806080367268
0.2
1.23926447278332
0.2
0.2
0.48237076418544
0.507629549577758
0.2
0.200094526148093
0.202006995539879
0.476016965332183
0.863706969161207
0.2
5
0.2
0.89995808083784
0.2
5
0.2
0.2
0.200251998666167
0.2
1.42422007761221
0.2
0.2
0.387645319988055
2.51104189315059
0.20277746899829
0.2
0.2
0.381356434241347
0.2
2.45524941670503
0.2
0.868748144307462
1.927203287287
0.2
2.43054462183618
0.2
0.633095257053318
0.2
0.782785388161613
2.36426180495009
3.68834162204367
0.990542326733492
0.2
0.272117310666161
0.2
4.91642109264736
2.58635983089985
0.2
1.6639732681395
2.40477716909561
0.381356434329349
1.78362376506172
0.459407656505423
0.2
0.2
0.202193203704579
2.91917606679855
0.2
0.322583456237939
0.2
0.2
2.51885971315521
0.2
0.2
2.91917606668057
5
2.28578982404965
3.84492103162395
0.2
0.2
3.80147654709501
0.2
4.98174182482142
0.2
0.2
0.2
5
0.203479466117824
4.57240189219869
0.2
0.2
0.2
0.2
5
0.2
2.51885971289774
0.2
0.201050226232458
0.203975795122373
0.48237076438875
5
0.2
0.2
0.2
0.2
5
0.2
0.204092758963486
0.2
0.2
0.2
1.79551436617452
1.30365033381685
0.2
3.81527119152817
4.99906765380828
0.381356434341909
0.2
4.89005702395429
0.2
2.14797350944685
0.736066591850484
1.09176144159818
3.8014765469522
0.2
0.2
0.2
0.2
0.2
0.2
0.2
0.2
0.2
0.2
0.2
0.2
0.200301027280403
0.2
0.2
0.2
5
0.2
0.201050226057603
5
0.2
0.2
0.2
0.2
0.2
1.30365033403699
2.03505619556714
0.2
0.2
0.2
0.2
0.2
0.322583456649341
0.2
4.85688109939328
5
0.2
0.2
2.50895005449689
2.40477716928788
2.70982291734253
0.2
2.91917606687138
0.2
5
0.215554584219911
1.30681618472342
0.2
0.200987565317032
0.2
0.209876127938565
3.6385812616855
0.2
0.274507647785131
0.2
0.2
5
1.96213668807869
0.2
0.2
3.68792315353887
0.2
0.2
0.2
0.2
0.2
0.2
0.2
2.12007697360745
0.2
0.204092759108917
0.2
0.2
0.2
0.2
1.7285064478767
0.2
0.2
2.29142748694913
0.207361175392305
0.2
0.2
0.2
0.2
0.2
0.2
0.2
0.2
2.4552494168721
2.51885971316072
0.2
0.2
2.54421781806607
0.2
0.2
0.2
0.2
1.34208394798497
0.2
0.2
0.2
0.2
0.2
0.2
0.20025199860286
0.202006995538582
0.2
1.25252074967111
0.2
0.279067272162699
0.20030102727696
0.2
2.35223739124708
0.2
1.12702920493315
1.79551436649538
0.478357515605523
0.2
0.2
3.90311716061686
0.2
0.481534517390843
0.2
0.2
0.2
0.2
0.2
2.19384977760993
0.2
0.2
0.2
0.73606659214287
0.736066592265169
3.68792315358323
0.2
0.2
1.7955143662325
0.2
2.42207349223469
5
5
0.200123547828059
1.79423272173281
0.2
0.2
0.2
0.2
0.2
0.2
0.2
0.2
3.47286841070838
0.2
0.2
0.2
0.2
0.2
0.2
0.2
0.2
0.900125591173901
0.2
0.2
0.2
1.79551436616161
0.2
5
0.2
0.2
0.2
1.50198745405876
0.2
0.2
0.2
0.2
0.2
3.47286841080892
0.2
0.2
4.22904032896172
0.2
0.2
0.2
0.201050226331041
0.2
5
0.2
0.2
0.2
0.2
1.96213668776211
0.2
0.2
2.35223739118108
2.5863598309946
0.2
0.2
5
0.2
0.2
4.33135305616962
0.2
0.2
0.200019962669151
0.2
0.2
0.2
